Geography ,Total - Age groups of the population - 100% data,  0 to 14 years,    0 to 4 years,    5 to 9 years,    10 to 14 years,  15 to 64 years,    15 to 19 years,    20 to 24 years,    25 to 29 years,    30 to 34 years,    35 to 39 years,    40 to 44 years,    45 to 49 years,    50 to 54 years,    55 to 59 years,    60 to 64 years,  65 years and over,    65 to 69 years,    70 to 74 years,    75 to 79 years,    80 to 84 years,    85 years and over,      85 to 89 years,      90 to 94 years,      95 to 99 years,      100 years and over,Total - Distribution (%) of the population by broad age groups - 100% data,0 to 14 years,15 to 64 years,65 years and over,85 years and over,Average age of the population,Median age of the population,Total - Occupied private dwellings by structural type of dwelling - 100% data,  Single-detached house,  Semi-detached house,  Row house,  Apartment or flat in a duplex,  Apartment in a building that has fewer than five storeys,  Apartment in a building that has five or more storeys,  Other single-attached house,  Movable dwelling,Total - Private households by household size - 100% data,  1 person,  2 persons,  3 persons,  4 persons,  5 or more persons,Average household size,Number of persons in private households,Total - Marital status - 15 years and over,  Married or living common-law - 15 years and over,    Married - 15 years and over,    Living common-law - 15 years and over,      Living common law - Never married - 15 years and over,      Living common law - Separated - 15 years and over,      Living common law - Divorced - 15 years and over,      Living common law - Widowed - 15 years and over,  Not married and not living common-law - 15 years and over,    Not married and not living common law - Never married - 15 years and over,    Not married and not living common law - Separated - 15 years and over,    Not married and not living common law - Divorced - 15 years and over,    Not married and not living common law - Widowed - 15 years and over,Total - Census families in private households by family size - 100% data,  2 persons,  3 persons,  4 persons,  5 or more persons,Average size of census families,Average number of children in census families with children - With children,Total number of census families in private households - 100% data,  Total couple families,    Married couples,      With children,      Without children,    Common-law couples,      With children,      Without children,  Total one-parent families,    in which the parent is a woman+,    in which the parent is a man+,Total - Persons in private households - 100% data,  Total - Persons in census families,    Married spouses or common-law partners,    Parents in one-parent families,    Children,      In a two-parent family,      In a one-parent family,  Total - Persons not in census families in private households - 100% data,    Persons living alone,    Persons living with other relatives,    Persons living with non-relatives only,Total - Household type - 100% data,  One-census-family households without additional persons,    Couple-family households,      With children,      Without children,    One-parent-family households,  Multigenerational households,  Multiple-census-family households,  One-census-family households with additional persons,  Two-or-more-person non-census-family households,  One-person households,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,  English only,  French only,  English and French,  Neither English nor French,Total - First official language spoken for the total population excluding institutional residents - 100% data,  English,  French,  English and French,  Neither English nor French,Total - Mother tongue for the total population excluding institutional residents - 100% data,  Single responses,    Official languages,      English,      French,    Non-official languages,      Indigenous languages,        Algonquian languages,          Blackfoot,          Cree-Innu languages,            Atikamekw,            Cree languages,              Ililimowin (Moose Cree),              Inu Ayimun (Southern East Cree),              Iyiyiw-Ayimiwin (Northern East Cree),              Nehinawewin (Swampy Cree),              Nehiyawewin (Plains Cree),              Nihithawiwin (Woods Cree),"              Cree, n.o.s.",            Innu (Montagnais),            Naskapi,          Eastern Algonquian languages,            Mi'kmaq,            Wolastoqewi (Malecite),          Ojibway-Potawatomi languages,            Anicinabemowin (Algonquin),            Oji-Cree,            Ojibway languages,              Anishinaabemowin (Chippewa),              Daawaamwin (Odawa),              Saulteau (Western Ojibway),"              Ojibway, n.o.s.","          Algonquian languages, n.i.e.",        Athabaskan languages,          Northern Athabaskan languages,            Dakelh (Carrier),            Dane-zaa (Beaver),"            Dene, n.o.s.",            Gwich'in,            Slavey-Hare languages,              Deh Gah Ghotie Zhatie (South Slavey),              Satuotine Yati (North Slavey),"              Slavey, n.o.s.",            Tahltan languages,              Kaska (Nahani),              Tahltan,            Tlicho (Dogrib),            Tse'khene (Sekani),            Tsilhqot'in (Chilcotin),            Tsuu T'ina (Sarsi),            Tutchone languages,              Northern Tutchone,              Southern Tutchone,"              Tutchone, n.o.s.",            Wetsuwet'en-Babine,          Tlingit,"          Athabaskan languages, n.i.e.",        Haida,        Inuktut (Inuit) languages,          Inuinnaqtun (Inuvialuktun),            Inuinnaqtun,            Inuvialuktun,          Inuktitut,"          Inuktut (Inuit) languages, n.i.e.",        Iroquoian languages,          Cayuga,          Mohawk,          Oneida,"          Iroquoian languages, n.i.e.",        Ktunaxa (Kutenai),        Michif,        Salish languages,          Halkomelem,          Lillooet,          Ntlakapamux (Thompson),          Secwepemctsin (Shuswap),          Squamish,          Straits,          Syilx (Okanagan),"          Salish languages, n.i.e.",        Siouan languages,          Assiniboine,          Dakota,          Stoney,"          Siouan languages, n.i.e.",        Tsimshian languages,          Gitxsan (Gitksan),          Nisga'a,          Tsimshian,        Wakashan languages,          Haisla,          Heiltsuk,          Kwak'wala (Kwakiutl),          Nuu-chah-nulth (Nootka),"          Wakashan languages, n.i.e.","        Indigenous languages, n.i.e.","        Indigenous languages, n.o.s.",      Non-Indigenous languages,        Afro-Asiatic languages,          Berber languages,            Kabyle,            Tamazight,"            Berber languages, n.i.e.",          Chadic languages,            Hausa,            Mina,          Coptic,          Cushitic languages,            Bilen,            Oromo,            Somali,"            Cushitic languages, n.i.e.",          Semitic languages,            Amharic,            Arabic,            Aramaic languages,              Assyrian Neo-Aramaic,              Chaldean Neo-Aramaic,"              Aramaic, n.o.s.",            Harari,            Hebrew,            Maltese,            Tigrigna,"            Semitic languages, n.i.e.",        Austro-Asiatic languages,          Khmer (Cambodian),          Vietnamese,"          Austro-Asiatic languages, n.i.e",        Austronesian languages,          Bikol,"          Bisaya, n.o.s.",          Cebuano,          Fijian,          Hiligaynon,          Ilocano,          Indonesian,          Kankanaey,          Kinaray-a,          Malagasy languages,            Merina,"            Malagasy, n.o.s.",          Malay,"          Pampangan (Kapampangan, Pampango)",          Pangasinan,"          Tagalog (Pilipino, Filipino)",          Waray-Waray,"          Austronesian languages, n.i.e.",        Creole languages,          Haitian Creole,          Jamaican English Creole,          Krio,          Morisyen,          Sango,"          Creole, n.o.s.","          Creole languages, n.i.e.",        Dravidian languages,          Kannada,          Malayalam,          Tamil,          Telugu,          Tulu,"          Dravidian languages, n.i.e.",        Georgian,        Hmong-Mien languages,        Indo-European languages,          Albanian,          Armenian,          Balto-Slavic languages,            Baltic languages,              Latvian,              Lithuanian,            Slavic languages,              Belarusian,              Bulgarian,              Czech,              Macedonian,              Polish,              Russian,              Rusyn,              Serbo-Croatian,                Bosnian,                Croatian,                Serbian,"                Serbo-Croatian, n.i.e.",              Slovak,              Slovene (Slovenian),              Ukrainian,"              Slavic languages, n.i.e.",          Celtic languages,            Irish,            Scottish Gaelic,            Welsh,"            Celtic languages, n.i.e.",          Germanic languages,            Frisian,            High German languages,              German,              Pennsylvania German,              Swiss German,              Yiddish,            Low Saxon-Low Franconian languages,              Afrikaans,              Dutch,"              Low German, n.o.s.",              Low Saxon,              Plautdietsch,              Vlaams (Flemish),            Scandinavian languages,              Danish,              Icelandic,              Norwegian,              Swedish,"            Germanic languages, n.i.e.",          Greek,          Indo-Iranian languages,            Indo-Aryan languages,              Assamese,              Bengali,              Gujarati,              Hindi,              Kacchi,              Kashmiri,              Konkani,              Marathi,              Nepali,              Oriya languages,                Odia,"                Oriya, n.o.s.",              Punjabi (Panjabi),              Rohingya,              Sindhi,              Sinhala (Sinhalese),              Urdu,"              Indo-Aryan languages, n.i.e.",            Iranian languages,              Baluchi,              Kurdish,              Parsi,              Pashto,              Persian languages,                Dari,                Iranian Persian,"                Persian (Farsi), n.o.s.","              Iranian languages, n.i.e.","            Indo-Iranian languages, n.i.e.",          Italic (Romance) languages,            Catalan,            Italian,            Portuguese,            Romanian,            Spanish,"            Italic (Romance) languages, n.i.e.","          Indo-European languages, n.i.e.",        Japanese,        Korean,        Mongolian,        Niger-Congo languages,          Akan (Twi),          Bamanankan,          Edo,          Éwé,"          Fulah (Pular, Pulaar, Fulfulde)",          Ga,          Ganda,          Gikuyu,          Igbo,          Kinyarwanda (Rwanda),          Lingala,          Luba-Kasai,          Mòoré,          Mwani,          Ndebele,          Rundi (Kirundi),          Shona,          Soninke,          Sotho-Tswana languages,          Swahili,          Wojenaka,          Wolof,          Yoruba,"          Niger-Congo languages, n.i.e.",        Nilo-Saharan languages,          Dinka,          Nuer,"          Nilo-Saharan languages, n.i.e.","          African, n.o.s.",        Sign languages,          American Sign Language,          Quebec Sign Language,"          Sign languages, n.i.e.",        Sino-Tibetan languages,          Chinese languages,            Hakka,            Mandarin,            Min Dong,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",            Wu (Shanghainese),            Yue (Cantonese),"            Chinese, n.o.s.","            Chinese languages, n.i.e.",          Tibeto-Burman languages,            Burmese,            Kuki-Chin languages,            Karenic languages,              S'gaw Karen,"              Karenic languages, n.i.e.",            Tibetan,"            Tibeto-Burman languages, n.i.e.","          Sino-Tibetan languages, n.i.e.",        Tai-Kadai languages,          Lao,          Thai,"          Tai-Kadai languages, n.i.e.",        Turkic languages,          Azerbaijani,          Kazakh,          Turkish,          Uyghur,          Uzbek,"          Turkic languages, n.i.e.",        Uralic languages,          Estonian,          Finnish,          Hungarian,"        Other languages, n.i.e.",  Multiple responses,    English and French,    English and non-official language(s),    French and non-official language(s),"    English, French and non-official language(s)",    Multiple non-official languages,Total - All languages spoken at home for the total population excluding institutional residents - 100% data,  English,  French,  Non-official language,    Indigenous,    Non-Indigenous,  English and French,  English and non-official language(s),  French and non-official language(s),"  English, French and non-official language(s)",  Multiple non-official languages,Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,  Single responses,    Official languages,      English,      French,    Non-official languages,      Indigenous languages,        Algonquian languages,          Blackfoot,          Cree-Innu languages,            Atikamekw,            Cree languages,              Ililimowin (Moose Cree),              Inu Ayimun (Southern East Cree),              Iyiyiw-Ayimiwin (Northern East Cree),              Nehinawewin (Swampy Cree),              Nehiyawewin (Plains Cree),              Nihithawiwin (Woods Cree),"              Cree, n.o.s.",            Innu (Montagnais),            Naskapi,          Eastern Algonquian languages,            Mi'kmaq,            Wolastoqewi (Malecite),          Ojibway-Potawatomi languages,            Anicinabemowin (Algonquin),            Oji-Cree,            Ojibway languages,              Anishinaabemowin (Chippewa),              Daawaamwin (Odawa),              Saulteau (Western Ojibway),"              Ojibway, n.o.s.","          Algonquian languages, n.i.e.",        Athabaskan languages,          Northern Athabaskan languages,            Dakelh (Carrier),            Dane-zaa (Beaver),"            Dene, n.o.s.",            Gwich'in,            Slavey-Hare languages,              Deh Gah Ghotie Zhatie (South Slavey),              Satuotine Yati (North Slavey),"              Slavey, n.o.s.",            Tahltan languages,              Kaska (Nahani),              Tahltan,            Tlicho (Dogrib),            Tse'khene (Sekani),            Tsilhqot'in (Chilcotin),            Tsuu T'ina (Sarsi),            Tutchone languages,              Northern Tutchone,              Southern Tutchone,"              Tutchone, n.o.s.",            Wetsuwet'en-Babine,          Tlingit,"          Athabaskan languages, n.i.e.",        Haida,        Inuktut (Inuit) languages,          Inuinnaqtun (Inuvialuktun),            Inuinnaqtun,            Inuvialuktun,          Inuktitut,"          Inuktut (Inuit) languages, n.i.e.",        Iroquoian languages,          Cayuga,          Mohawk,          Oneida,"          Iroquoian languages, n.i.e.",        Ktunaxa (Kutenai),        Michif,        Salish languages,          Halkomelem,          Lillooet,          Ntlakapamux (Thompson),          Secwepemctsin (Shuswap),          Squamish,          Straits,          Syilx (Okanagan),"          Salish languages, n.i.e.",        Siouan languages,          Assiniboine,          Dakota,          Stoney,"          Siouan languages, n.i.e.",        Tsimshian languages,          Gitxsan (Gitksan),          Nisga'a,          Tsimshian,        Wakashan languages,          Haisla,          Heiltsuk,          Kwak'wala (Kwakiutl),          Nuu-chah-nulth (Nootka),"          Wakashan languages, n.i.e.","        Indigenous languages, n.i.e.","        Indigenous languages, n.o.s.",      Non-Indigenous languages,        Afro-Asiatic languages,          Berber languages,            Kabyle,            Tamazight,"            Berber languages, n.i.e.",          Chadic languages,            Hausa,            Mina,          Coptic,          Cushitic languages,            Bilen,            Oromo,            Somali,"            Cushitic languages, n.i.e.",          Semitic languages,            Amharic,            Arabic,            Aramaic languages,              Assyrian Neo-Aramaic,              Chaldean Neo-Aramaic,"              Aramaic, n.o.s.",            Harari,            Hebrew,            Maltese,            Tigrigna,"            Semitic languages, n.i.e.",        Austro-Asiatic languages,          Khmer (Cambodian),          Vietnamese,"          Austro-Asiatic languages, n.i.e",        Austronesian languages,          Bikol,"          Bisaya, n.o.s.",          Cebuano,          Fijian,          Hiligaynon,          Ilocano,          Indonesian,          Kankanaey,          Kinaray-a,          Malagasy languages,            Merina,"            Malagasy, n.o.s.",          Malay,"          Pampangan (Kapampangan, Pampango)",          Pangasinan,"          Tagalog (Pilipino, Filipino)",          Waray-Waray,"          Austronesian languages, n.i.e.",        Creole languages,          Haitian Creole,          Jamaican English Creole,          Krio,          Morisyen,          Sango,"          Creole, n.o.s.","          Creole languages, n.i.e.",        Dravidian languages,          Kannada,          Malayalam,          Tamil,          Telugu,          Tulu,"          Dravidian languages, n.i.e.",        Georgian,        Hmong-Mien languages,        Indo-European languages,          Albanian,          Armenian,          Balto-Slavic languages,            Baltic languages,              Latvian,              Lithuanian,            Slavic languages,              Belarusian,              Bulgarian,              Czech,              Macedonian,              Polish,              Russian,              Rusyn,              Serbo-Croatian,                Bosnian,                Croatian,                Serbian,"                Serbo-Croatian, n.i.e.",              Slovak,              Slovene (Slovenian),              Ukrainian,"              Slavic languages, n.i.e.",          Celtic languages,            Irish,            Scottish Gaelic,            Welsh,"            Celtic languages, n.i.e.",          Germanic languages,            Frisian,            High German languages,              German,              Pennsylvania German,              Swiss German,              Yiddish,            Low Saxon-Low Franconian languages,              Afrikaans,              Dutch,"              Low German, n.o.s.",              Low Saxon,              Plautdietsch,              Vlaams (Flemish),            Scandinavian languages,              Danish,              Icelandic,              Norwegian,              Swedish,"            Germanic languages, n.i.e.",          Greek,          Indo-Iranian languages,            Indo-Aryan languages,              Assamese,              Bengali,              Gujarati,              Hindi,              Kacchi,              Kashmiri,              Konkani,              Marathi,              Nepali,              Oriya languages,                Odia,"                Oriya, n.o.s.",              Punjabi (Panjabi),              Rohingya,              Sindhi,              Sinhala (Sinhalese),              Urdu,"              Indo-Aryan languages, n.i.e.",            Iranian languages,              Baluchi,              Kurdish,              Parsi,              Pashto,              Persian languages,                Dari,                Iranian Persian,"                Persian (Farsi), n.o.s.","              Iranian languages, n.i.e.","            Indo-Iranian languages, n.i.e.",          Italic (Romance) languages,            Catalan,            Italian,            Portuguese,            Romanian,            Spanish,"            Italic (Romance) languages, n.i.e.","          Indo-European languages, n.i.e.",        Japanese,        Korean,        Mongolian,        Niger-Congo languages,          Akan (Twi),          Bamanankan,          Edo,          Éwé,"          Fulah (Pular, Pulaar, Fulfulde)",          Ga,          Ganda,          Gikuyu,          Igbo,          Kinyarwanda (Rwanda),          Lingala,          Luba-Kasai,          Mòoré,          Mwani,          Ndebele,          Rundi (Kirundi),          Shona,          Soninke,          Sotho-Tswana languages,          Swahili,          Wojenaka,          Wolof,          Yoruba,"          Niger-Congo languages, n.i.e.",        Nilo-Saharan languages,          Dinka,          Nuer,"          Nilo-Saharan languages, n.i.e.","          African, n.o.s.",        Sign languages,          American Sign Language,          Quebec Sign Language,"          Sign languages, n.i.e.",        Sino-Tibetan languages,          Chinese languages,            Hakka,            Mandarin,            Min Dong,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",            Wu (Shanghainese),            Yue (Cantonese),"            Chinese, n.o.s.","            Chinese languages, n.i.e.",          Tibeto-Burman languages,            Burmese,            Kuki-Chin languages,            Karenic languages,              S'gaw Karen,"              Karenic languages, n.i.e.",            Tibetan,"            Tibeto-Burman languages, n.i.e.","          Sino-Tibetan languages, n.i.e.",        Tai-Kadai languages,          Lao,          Thai,"          Tai-Kadai languages, n.i.e.",        Turkic languages,          Azerbaijani,          Kazakh,          Turkish,          Uyghur,          Uzbek,"          Turkic languages, n.i.e.",        Uralic languages,          Estonian,          Finnish,          Hungarian,"        Other languages, n.i.e.",  Multiple responses,    English and French,    English and non-official language(s),    French and non-official language(s),"    English, French and non-official language(s)",    Multiple non-official languages,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,  None,  English,  French,  Non-official language,    Indigenous,    Non-Indigenous,  English and French,  English and non-official language(s),  French and non-official language(s),"  English, French and non-official language(s)",  Multiple non-official languages,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later,  Children eligible for instruction in the minority official language,  Children not eligible for instruction in the minority official language,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",  Children eligible for instruction in the minority official language,    Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada,    Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada,  Children not eligible for instruction in the minority official language
Province of Alberta 00000 (  3.6%),4262635,809640,250250,278805,280585,2823770,249770,248745,275465,323255,338945,307670,277770,262770,274150,265240,629225,217270,163890,105525,70165,72375,44665,21430,5485,795,100,19,66,15,2,39,38,1633220,994565,98740,127735,43730,247030,74880,1215,45325,1633220,424055,551415,249130,243400,165215,3,4177715,3452995,2033940,1703285,330655,245655,12840,65955,6215,1419055,969785,83350,214465,151460,1164650,565900,240985,238595,119175,3,2,1164650,987465,822175,464975,357200,165290,60710,104585,177185,135065,42125,4177715,3456645,1974935,177185,1304525,1022230,282295,721075,424055,108105,188915,1633220,1008215,876085,465405,410680,132125,47455,10575,60780,82150,424055,4221830,3894690,3105,258330,65710,4221830,4078130,64445,15520,63735,4221830,4055380,3148695,3083835,64855,906685,17195,15155,2475,12290,0,12285,5,0,65,65,1595,1300,9255,5,0,10,10,0,380,5,20,355,25,0,235,100,0,1350,1330,10,25,1075,5,145,100,15,30,5,0,5,30,0,5,25,0,0,0,0,5,5,10,0,145,25,5,20,115,5,10,0,10,0,0,0,65,5,0,0,0,0,0,5,0,0,445,5,70,355,15,10,5,5,0,0,0,0,0,0,0,0,10,889485,82270,335,220,95,25,160,145,15,55,15000,645,3485,10750,115,66720,8165,46420,835,440,260,130,220,880,55,10065,80,25655,1780,23705,175,131750,530,2270,5210,125,2370,7435,1270,375,170,55,5,45,270,1275,510,108400,415,1075,1750,450,55,270,325,5,420,220,17175,590,8785,4950,2720,75,55,200,5,454815,2345,485,70185,880,365,515,69305,70,1300,2700,365,17545,17740,30,10350,1865,4260,4040,190,1860,555,16750,40,290,70,45,140,35,93150,245,60990,59835,20,1045,90,28670,3145,13145,3055,265,8810,245,3155,1855,95,530,680,85,2815,197420,176135,85,7735,15330,18815,1625,125,350,1910,5900,185,125,60,91075,35,685,2705,28635,945,21220,65,2010,30,2960,16070,5000,9035,2030,90,60,88050,75,9500,9915,7425,61090,45,75,4580,19235,570,16500,1660,30,240,220,195,120,315,155,1380,1140,205,55,40,200,390,655,1110,25,150,2450,25,265,3200,2265,2455,1045,625,650,135,840,700,0,135,118025,115870,880,54130,55,2400,440,56280,1610,75,2055,415,130,720,585,135,670,120,100,3040,950,2005,85,4340,445,90,3290,130,245,145,6120,165,700,5255,170,166455,17605,131200,3125,2425,12105,4221830,3183975,15495,272985,3700,269285,41095,664935,1590,17285,24480,4221830,4054965,3504295,3481540,22755,550665,7175,6355,965,5285,0,5285,0,0,10,0,475,290,4505,0,0,10,5,0,90,0,0,90,5,0,60,20,0,685,680,5,10,585,5,75,60,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,0,0,0,15,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,100,0,10,80,5,0,0,0,0,0,0,0,0,0,0,0,0,543490,52370,165,100,55,15,110,100,0,15,10165,490,2575,7045,50,41920,5020,28040,635,315,185,135,145,410,5,7605,60,17075,975,15950,150,82190,205,1255,2990,30,1290,4455,430,210,90,20,0,20,60,695,180,69570,210,500,1010,295,45,120,235,0,205,110,11840,310,6270,3480,1710,40,30,130,0,265465,1040,240,28765,345,140,210,28420,20,595,765,185,6810,10885,10,4370,755,1525,2055,35,580,105,4080,10,55,10,20,10,10,40925,45,29280,29020,5,235,10,11305,1720,1520,2280,130,5620,35,280,105,20,30,125,20,930,146225,132370,40,5090,10620,12300,825,70,130,1145,4280,80,55,25,75175,20,410,1595,20080,520,13830,40,1310,20,1920,10495,2995,6145,1355,45,20,47235,45,2135,4585,3520,36925,25,50,2200,14505,360,6465,745,15,40,55,145,30,115,20,440,570,140,20,20,55,140,330,375,20,55,1100,10,180,1175,675,1265,555,405,280,25,1325,1065,0,255,81325,79770,305,40005,15,980,270,37210,960,30,1510,250,125,565,460,105,510,55,45,1410,435,925,50,2685,235,25,2180,80,125,45,1800,20,105,1675,70,166875,8005,152975,775,1760,3355,4221830,3610705,224865,30905,279790,10465,269325,2820,34745,7875,570,29555,971390,67145,904245,704490,49735,24675,25055,654755
"CALGARY - Calgary, CY  (4806016) 00000 (  2.5%)",1306790,235850,73840,80590,81425,893530,73490,78370,88390,105965,110765,100085,91380,84725,82575,77795,177415,62120,46495,28970,19410,20420,12620,6225,1380,200,100,18,68,14,2,39,38,502305,276055,31660,48860,21165,81870,40700,200,1790,502305,132690,159955,80020,79565,50070,3,1291780,1070940,624845,529180,95665,73550,3080,17645,1390,446095,313900,24245,67400,40550,356225,164970,78740,79565,32950,3,2,356225,304055,256225,155800,100430,47830,14805,33025,52170,40665,11500,1291780,1060660,608115,52170,400375,319875,80495,231120,132695,34855,63575,502305,302285,262955,147730,115220,39325,17040,4035,18975,27280,132690,1296125,1177420,825,85355,32525,1296125,1240990,16815,6620,31700,1296125,1229460,846410,830310,16100,383050,585,415,170,190,0,190,0,0,5,5,50,5,120,0,0,0,0,0,50,0,5,50,0,0,20,30,0,55,45,0,0,15,0,5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,5,0,10,0,0,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,85,0,20,60,0,5,5,0,0,0,0,0,0,0,0,0,5,382465,34290,130,95,30,10,40,40,0,30,3160,165,1375,1600,25,30930,4455,20400,635,330,215,90,45,460,20,4890,35,13755,790,12855,110,51040,190,865,1835,50,955,3435,665,185,85,30,5,25,135,465,200,41375,150,420,560,170,20,55,100,0,145,80,6425,355,2655,2090,1250,50,25,120,0,182730,1335,260,27360,435,170,265,26920,20,785,1190,140,6840,9460,5,4440,785,1755,1830,75,940,195,2905,5,100,30,15,40,10,12360,25,7375,7105,0,210,55,3940,900,2745,25,10,180,70,1000,565,35,160,240,20,1385,98330,85535,40,4355,6290,7905,1035,75,160,975,2200,90,50,35,43680,25,285,960,16830,620,12760,50,1060,25,1960,9620,2800,5570,1255,55,35,41555,40,4105,4060,4155,29175,15,55,2195,10210,450,5870,620,15,90,50,80,35,55,55,730,195,55,20,5,120,90,135,285,5,30,730,0,85,1685,695,1275,535,380,310,60,225,185,0,40,67260,65980,280,31270,30,1205,250,32065,840,40,1240,260,85,225,170,50,640,35,45,1070,410,625,35,1865,245,55,1340,65,95,70,3070,65,235,2765,60,66665,5245,53965,1145,1010,5295,1296125,858215,3805,119530,40,119485,12030,283175,530,6990,11865,1296125,1226255,983500,977685,5820,242750,100,70,30,25,0,25,0,0,0,0,5,0,20,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,242650,21955,45,35,10,5,25,25,0,10,2135,135,990,1005,0,19740,2800,12400,485,245,155,85,25,230,5,3765,25,9355,430,8845,85,32480,70,470,1090,10,525,2135,220,105,50,15,0,10,40,240,45,27210,65,185,325,115,10,25,70,0,65,35,4165,185,1785,1395,755,30,10,75,0,112245,615,140,12985,190,75,120,12790,10,360,345,70,2800,6050,0,1865,315,645,890,10,350,35,905,0,15,5,5,0,5,1535,5,670,640,5,15,10,725,435,275,0,0,0,15,135,40,10,15,65,5,430,73220,64715,20,2910,4045,5165,560,50,70,565,1565,40,25,15,36445,15,160,515,12250,335,8485,30,735,15,1220,6470,1705,3900,860,25,20,23260,25,945,2220,1975,18095,0,40,1070,7740,300,2045,315,0,10,15,50,15,15,10,195,85,30,10,0,15,40,50,85,5,5,270,0,50,615,145,705,330,255,115,5,375,295,0,85,47140,46220,85,23500,10,460,155,21510,495,15,905,155,85,165,130,35,490,15,15,435,175,235,25,1140,115,15,910,35,35,20,1065,5,40,1020,25,69870,2480,64955,240,640,1555,1296125,1038845,97340,9450,116855,600,116255,1235,15885,3290,190,13040,285180,20390,264795,205680,15120,7845,7275,190560
