CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,GLOBALID,GLOBALID_GUID,CREATED_DT,MODIFIED_ACTION,MODIFIED_DT,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Fut_no_green,Green Count,Total Stops,Service Coverage,SS_Ser Cov Future
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,ESTABLISHED,1960s/1970s,{86E39BD8-D85A-400D-9BA9-726561899298},{818E767C-7811-4E71-B8EE-93409A8E3C1B},10:04.0,MODIFIED ATTRIBUTE,59:50.0,6393.622358,2066994.555,0,0,0,0,0,0
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,ESTABLISHED,INNER CITY,{C7E63D09-C224-48BC-9C00-6A097D4A753C},{AA9817F7-EAFE-432A-B60B-F3D435B7191C},10:21.0,MODIFIED ATTRIBUTE,49:38.0,8086.608201,3218729.199,0,0,0,0,0,0
Residential,1,VAL,VALLEY RIDGE,WEST,ESTABLISHED,2000s,{117DC089-932F-453C-943F-6FA56C4B9E40},{CD1B8C47-C051-4178-9C77-6C686C34B509},10:35.0,MODIFIED ATTRIBUTE,15:02.0,13820.64579,8331242.46,0,0,0,0,0,0
Residential,1,VAR,VARSITY,NORTHWEST,ESTABLISHED,1960s/1970s,{32A2FCA2-3ECE-40F2-834F-CB4A7C302211},{30B58E9A-3124-4D56-A00B-25D97ACF5E72},10:28.0,MODIFIED ATTRIBUTE,36:10.0,18797.71665,17243890.81,0.588181016,6,0,6,3.48E-07,0.055626206
Residential,1,WAL,WALDEN,SOUTH,DEVELOPING,BUILDING OUT,{B1DAF057-E6DF-4BD5-9604-D1FC17C59547},{0BDA6C42-4D4B-4F29-838D-8FD7A9541C92},10:09.0,MODIFIED SHAPE,50:34.0,13015.12213,6169273.211,0,0,0,0,0,0
Residential,1,WHL,WEST HILLHURST,CENTRE,ESTABLISHED,INNER CITY,{0D4D31EC-0D5A-4543-8D0C-079EF96FB797},{FC2AF3A2-2470-45BA-9280-394121FC2F84},10:31.0,MODIFIED ATTRIBUTE,20:04.0,11296.26667,5962331.574,0.400178682,3,0,3,5.03E-07,0.080439357
Residential,1,WSP,WEST SPRINGS,WEST,DEVELOPING,BUILDING OUT,{0926E466-258D-4880-9FDD-9D539435391A},{F25CA628-B354-49C8-A1F3-8305B284A18B},10:07.0,CREATED,15:46.0,13411.46292,10557088.72,0,0,0,0,0,0
Residential,1,WGT,WESTGATE,WEST,ESTABLISHED,1950s,{55412F61-8D26-469E-8738-EDCF76728F31},{BA8EBBA8-9A46-4886-95CE-32FCCBB7F913},10:26.0,MODIFIED ATTRIBUTE,37:08.0,7329.533072,2941231.566,0.06115313,1,0,1,3.40E-07,0.054354342
Residential,1,WHI,WHITEHORN,NORTHEAST,ESTABLISHED,1960s/1970s,{A043A625-7511-4B06-8B6B-0D7A6F0B8CDA},{8D4B6680-DD39-4F05-A68A-4A4A5BCF56BF},10:16.0,MODIFIED ATTRIBUTE,58:40.0,10318.64418,6688957.937,0.460931912,5,0,5,7.48E-07,0.119501951
Residential,1,WLD,WILDWOOD,WEST,ESTABLISHED,1950s,{EB44A9E4-D428-4F39-992F-EE24734AE23E},{8F4BCD73-F2ED-438E-A350-CFF213AEC51D},10:25.0,MODIFIED ATTRIBUTE,43:33.0,13732.15263,6479778.02,0,0,0,0,0,0
Residential,1,WIL,WILLOW PARK,SOUTH,ESTABLISHED,1960s/1970s,{38F1E310-029D-4A0F-AFA1-F94FD738EF50},{D6338F12-C38A-475D-B204-5E6F36F658E4},10:05.0,MODIFIED ATTRIBUTE,45:15.0,11632.15384,8557210.251,0.004593342,1,0,1,1.17E-07,0.018682339
Residential,1,WND,WINDSOR PARK,CENTRE,ESTABLISHED,1950s,{D3CA685D-803C-4408-900D-AD4B47FE6BEE},{8BF4D594-9540-4819-8970-CA3C3E06ACFB},10:15.0,MODIFIED ATTRIBUTE,55:00.0,8471.110338,3217860.491,0,0,0,0,0,0
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,ESTABLISHED,1950s,{B5300F6A-D121-40A5-A3B4-1E444EBAEFB5},{D4D49A52-B9F6-4416-AF44-E589F25BF1FB},10:00.0,MODIFIED ATTRIBUTE,08:38.0,13115.34784,7638408.347,0.14945451,2,0,2,2.62E-07,0.041859167
Residential,1,WWO,WOLF WILLOW,SOUTH,DEVELOPING,BUILDING OUT,{9C5DA3E5-4076-4A85-ADB1-8195562FF17F},{A0018F55-EA8D-4036-9C64-AC66F1ED9B1E},13:52.0,MODIFIED SHAPE,52:19.0,13994.17131,7157917.55,0,0,0,0,0,0
Residential,1,WBN,WOODBINE,SOUTH,ESTABLISHED,1980s/1990s,{99C5CE1C-17F6-47CE-A821-53A20DD2F4CA},{D6F61B00-2654-45C7-BF79-4E774F474CE8},10:12.0,MODIFIED ATTRIBUTE,52:19.0,15251.79604,8115057.614,0.195379041,2,0,2,2.46E-07,0.03940051
Residential,1,WOO,WOODLANDS,SOUTH,ESTABLISHED,1980s/1990s,{1B11A62A-D637-417F-9E20-8C85DA74799A},{C43D2F13-4700-4654-8CD8-AFEFA777EB72},10:29.0,MODIFIED ATTRIBUTE,52:19.0,13231.31253,7054156.252,0.204130837,2,0,2,2.84E-07,0.045326103
Residential,1,YKV,YORKVILLE,SOUTH,DEVELOPING,BUILDING OUT,{0DA2929F-94B0-4935-96F7-49658B588228},{6CEA8AF8-FB5A-4006-9E73-EEF5FE71545F},19:37.0,MODIFIED SHAPE,32:05.0,10319.28937,4994115.053,0.064339954,1,0,1,2.00E-07,0.032011418
