CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,GLOBALID,GLOBALID_GUID,CREATED_DT,MODIFIED_ACTION,MODIFIED_DT,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,Service Coverage,SS_Ser_Cov
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,{C0900289-56F1-4A97-8B47-C135C73189AA},{6D9AD38F-67AD-46B7-8495-858B8E596EFD},33:10.0,MODIFIED ATTRIBUTE,05:05.0,11182.054485402853970,5766952.347491392865777,0,0,0,0
Residential,1,KIN,KINGSLAND,SOUTH,ESTABLISHED,1950s,{291547E1-C39C-47E9-AF7B-614BDBB1E00B},{F6ECC3EF-260F-4587-A195-91CAB50B2FC0},10:09.0,MODIFIED ATTRIBUTE,10:45.0,7800.036557598854415,3371959.701520458795130,0.26290673,3,8.8969E-07,0.175700384
Residential,1,LKB,LAKE BONAVISTA,SOUTH,ESTABLISHED,1960s/1970s,{7BC91618-78F3-4B1D-A17D-78FEF973C23A},{54693C74-E7F7-4FC3-B2FF-8667A1DCEB62},10:34.0,MODIFIED ATTRIBUTE,02:48.0,14886.585976910493628,13100326.565200520679355,0.108301546,1,7.6334E-08,0.015074805
Residential,1,LKV,LAKEVIEW,WEST,ESTABLISHED,1960s/1970s,{86760411-40A7-4ED3-BDA7-E72C73F11FD1},{D20916C2-83BB-4E51-BF32-B2520B242F52},10:14.0,MODIFIED ATTRIBUTE,41:44.0,10761.182666652894113,5649305.295417102985084,0,0,0,0
Residential,1,LEG,LEGACY,SOUTH,DEVELOPING,BUILDING OUT,{11075AAF-392C-4999-9987-DDB896123487},{4484E6DA-2F60-41B9-8625-8DAC8ECE41A1},10:01.0,MODIFIED SHAPE,50:08.0,18406.726753412200196,15250003.724962852895260,0,0,0,0
Residential,1,LPK,LINCOLN PARK,WEST,ESTABLISHED,1950s,{1C4B92A8-8B21-4F34-B96C-473548C0F591},{1E3A2FF5-6506-4115-8947-42CC360051E9},10:18.0,MODIFIED ATTRIBUTE,51:37.0,8750.001617148849618,3747124.517265528906137,1.258982409860657,6,1.60123E-06,0.316218268
Residential,1,LIV,LIVINGSTON,NORTH,DEVELOPING,BUILDING OUT,{C4F7B864-670E-4FA0-8516-C389D057E6C4},{5ECFC341-87F7-448E-A3C7-A7BD678E31E0},10:34.0,CREATED,10:34.0,16019.752014215768213,14398739.782944217324257,0,0,0,0
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,ESTABLISHED,INNER CITY,{9DC4B621-5925-4D2A-B384-CE77152B979F},{920335BD-A2B6-431F-B06B-DD0DD2E14C8F},10:17.0,MODIFIED ATTRIBUTE,11:15.0,4538.881144744618723,718028.836808670894243,0,0,0,0
Residential,1,MAC,MACEWAN GLEN,NORTH,ESTABLISHED,1980s/1990s,{4FC2F82D-4182-4CDB-831F-2E96FEDC1721},{5BA690DC-876E-477C-A662-811C7E60FA00},10:16.0,MODIFIED ATTRIBUTE,30:08.0,7985.499024233751697,3597555.818527548573911,0,0,0,0
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,2000s,{F91D677D-E634-44A6-B8B9-488A4E857F99},{19665930-D76C-4413-B9BF-BE1DCB292E05},10:08.0,MODIFIED SHAPE,03:25.0,15945.626296710219322,15817393.097347449511290,0,0,0,0
Residential,1,MAN,MANCHESTER,CENTRE,ESTABLISHED,EMPLOYMENT,{F512D4E6-DCF9-4C83-A73B-211CEC335279},{C0086189-E11E-496C-92C7-B65CB2066C6A},10:07.0,MODIFIED ATTRIBUTE,52:10.0,6380.625534483303454,1194562.242615222232416,0.018955942,1,8.37127E-07,0.165319867
Residential,1,MPL,MAPLE RIDGE,SOUTH,ESTABLISHED,1960s/1970s,{39B34427-8E42-416C-92C5-E7D2AEB2EE12},{558E49E3-AB2C-4003-91FA-061FED79FEFB},10:06.0,MODIFIED ATTRIBUTE,03:38.0,12185.187489502613971,6784010.045405320823193,0,0,0,0
Residential,1,MPK,MARLBOROUGH PARK,NORTHEAST,ESTABLISHED,1960s/1970s,{590721EF-7877-43A3-A038-26BB11F56197},{44B8F58B-BB5A-4179-A756-15EE492E3DB1},10:08.0,MODIFIED ATTRIBUTE,02:53.0,9990.736045311095950,6289852.110867282375693,0,0,0,0
Residential,1,MRT,MARTINDALE,NORTHEAST,ESTABLISHED,1980s/1990s,{DF457AF1-AC5B-4D73-A416-783B8E484E4D},{9BE7A3ED-D76D-4E2C-8F06-CDD343A4D3E7},10:28.0,MODIFIED ATTRIBUTE,48:13.0,10482.673248809685902,6813622.352246963419020,0.618848701,5,7.33824E-07,0.144919149
Residential,1,MAF,MAYFAIR,CENTRE,ESTABLISHED,1950s,{BE88BC10-1E93-4376-9EDE-C240738CEB0C},{54635C6B-0CDD-43CC-952B-4642C6272FED},10:29.0,MODIFIED ATTRIBUTE,35:07.0,3724.528034881187978,729823.615081250551157,0,0,0,0
Residential,1,MAL,MAYLAND HEIGHTS,NORTHEAST,ESTABLISHED,1960s/1970s,{5B0D78B8-06F2-4B7D-81A7-7421D526829C},{012DE552-7C6B-45ED-A929-C488021A4F92},10:13.0,MODIFIED ATTRIBUTE,55:28.0,9914.211852626318432,5113710.967114661820233,0.155438904,1,1.95553E-07,0.0386187
Residential,1,MCK,MCKENZIE LAKE,SOUTHEAST,ESTABLISHED,1980s/1990s,{FDC5B0F0-5FBA-4A3F-8363-F176D32BA58A},{257F3358-692B-4406-988E-98308FD79B28},10:23.0,MODIFIED ATTRIBUTE,35:26.0,17776.518546122682892,12727320.303389135748148,0,0,0,0
Residential,1,MCT,MCKENZIE TOWNE,SOUTHEAST,COMPLETE,2010s,{305E7588-9CAD-4340-B6CF-7F98C9266789},{99C114E8-0EDB-428E-BD07-4F69E2570E65},10:23.0,MODIFIED ATTRIBUTE,25:52.0,15871.450729145632067,12122142.549574024975300,0,0,0,0
Residential,1,MEA,MEADOWLARK PARK,CENTRE,ESTABLISHED,1950s,{B09B1D9A-8212-428B-A871-9C5D0CB08F87},{467DD035-8990-41F4-8D35-CA1817667D6B},10:05.0,MODIFIED ATTRIBUTE,48:40.0,4998.039643011791668,1596411.484395978273824,0,0,0,0
Residential,1,MID,MIDNAPORE,SOUTH,ESTABLISHED,1960s/1970s,{ED75738A-B1D7-4B8D-B453-6E2F2622516F},{AE11297B-7DA4-4714-B55E-C1F48180D5C6},10:33.0,MODIFIED ATTRIBUTE,23:05.0,13023.688867102806398,7261228.068722076714039,0.104938615,1,1.37718E-07,0.027197172
Residential,1,MLR,MILLRISE,SOUTH,ESTABLISHED,1980s/1990s,{BB76FB7F-EB2E-4679-B328-87E3EB0C695E},{B5C657D3-F471-448F-95E2-3547CED4D740},10:25.0,MODIFIED ATTRIBUTE,29:01.0,9366.232558599804179,4478794.982514048926532,0.038005822,2,4.46549E-07,0.088186609
Residential,1,MIS,MISSION,CENTRE,ESTABLISHED,INNER CITY,{D5F59609-E552-4854-A7DC-D43FA53331D0},{737EE8E5-360B-462C-A34C-EE4D79C9EDE8},10:23.0,MODIFIED ATTRIBUTE,56:57.0,6086.310059425203690,1351669.083433404797688,0.016495019,1,7.39826E-07,0.146104452
Residential,1,MOR,MONTEREY PARK,NORTHEAST,ESTABLISHED,2000s,{219AC9A6-E981-475C-B9DE-5B8336D11C09},{9CBBE4AF-0D9A-4627-8C8C-8FFEF24FD529},10:32.0,MODIFIED ATTRIBUTE,03:00.0,13823.584946100390880,8721356.050726005807519,0,0,0,0
Residential,1,MON,MONTGOMERY,NORTHWEST,ESTABLISHED,1950s,{27A6AA5C-4BD1-4DFC-AC93-FFBE38861556},{4CBF50E7-70DD-45D1-9B63-0C972F8DA123},10:01.0,MODIFIED ATTRIBUTE,27:05.0,11712.485618130180228,7470643.412001709453762,0,0,0,0
Residential,1,MOP,MOUNT PLEASANT,CENTRE,ESTABLISHED,INNER CITY,{DCFF603A-DFF0-43FE-8326-6DC59C121EA2},{25C92B83-753C-4DC2-9D15-34E171127DCA},10:17.0,MODIFIED ATTRIBUTE,46:40.0,9578.819191993023196,4740615.034104301594198,0.136168971,1,2.10943E-07,0.04165807
Residential,1,NEB,NEW BRIGHTON,SOUTHEAST,COMPLETE,2010s,{03C6DAE3-51C8-40DE-A249-123785669444},{00BB3104-4D49-424E-84C9-675F34094B1E},10:23.0,MODIFIED ATTRIBUTE,22:49.0,10778.573681876054252,7154478.112611786462367,0,0,0,0
Residential,1,NOL,NOLAN HILL,NORTH,DEVELOPING,2020s,{FD2E34EF-0206-4A50-BD27-D6E0FDB41EC7},{0438AD34-1117-46D4-B337-97D866373259},53:22.0,CREATED,31:40.0,9441.103117455495521,5199473.027171828784049,0,0,0,0
Residential,1,NGM,NORTH GLENMORE PARK,WEST,ESTABLISHED,1950s,{E25A58D6-7D83-43F4-A5A6-0980EF1A9DF3},{673848CF-9D23-4D41-9A48-F56FD8D1E85A},10:10.0,MODIFIED ATTRIBUTE,08:27.0,7733.654097195305440,2915618.065711873583496,0.310433875,2,6.85961E-07,0.1354669
Residential,1,NHV,NORTH HAVEN,NORTH,ESTABLISHED,1960s/1970s,{EF337005-71B7-4D21-898F-4BF08B4B333F},{3B11F432-FBDE-4A1D-9828-9AF0C89D4AA1},10:03.0,MODIFIED ATTRIBUTE,31:02.0,6543.479805388443310,2141455.147242908831686,0,0,0,0
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,ESTABLISHED,1960s/1970s,{2E51B645-2644-4F99-9970-F489F1FBC294},{843283C3-6462-40BF-BE71-23B498C56234},10:19.0,MODIFIED ATTRIBUTE,53:46.0,3849.167492593345742,681697.906688181101345,0,0,0,0
Residential,1,OAK,OAKRIDGE,SOUTH,ESTABLISHED,1960s/1970s,{E3DAE519-F044-4C02-B4A3-8B8BFCFC37BE},{2B792708-E9F1-492D-BEF6-9450651B2805},10:29.0,MODIFIED ATTRIBUTE,01:01.0,9945.058359040775031,6071316.030370337888598,0.05539065,1,1.64709E-07,0.032527523
Residential,1,OGD,OGDEN,SOUTHEAST,ESTABLISHED,1950s,{3EAD3C76-C635-4764-948B-7605F2576AE9},{D80CC124-1B40-423D-9262-C614DDEEACF5},10:02.0,MODIFIED ATTRIBUTE,58:01.0,14148.935146521233037,10433218.270801462233067,0,0,0,0
Residential,1,PAL,PALLISER,SOUTH,ESTABLISHED,1960s/1970s,{1F35E25E-4577-4F12-A2BD-48D09A7C5AC0},{2188ECC2-7012-4309-B705-61422DBE8D37},10:09.0,MODIFIED ATTRIBUTE,04:09.0,6423.706558325025981,2487020.256104425992817,0.152168111,2,8.04175E-07,0.158812435
Residential,1,PAN,PANORAMA HILLS,NORTH,COMPLETE,2010s,{2B9E8A26-3437-4DBA-B36A-5F9E8584A892},{9E8DAF11-E983-459A-8B88-18350355E7F9},10:23.0,MODIFIED ATTRIBUTE,22:15.0,18728.459467391596263,16087161.602723607793450,0,0,0,0
Residential,1,PKD,PARKDALE,CENTRE,ESTABLISHED,1950s,{C6D251A6-0910-47B9-81B9-9F00E8D5DB2B},{D89506B0-C5A4-4146-AB0A-BD9B8C487D46},10:05.0,MODIFIED ATTRIBUTE,18:02.0,8347.227698672237238,2658402.090953317005187,0.000510069,1,3.76166E-07,0.074287058
Residential,1,PKH,PARKHILL,CENTRE,ESTABLISHED,1950s,{C1349C93-4549-42E4-A3A3-0D9E5DC8111C},{0A50E80C-4400-4608-84CD-CC9512EA055B},10:03.0,MODIFIED ATTRIBUTE,03:49.0,6413.851843130846646,1659284.763681404525414,0.068718517,1,6.02669E-07,0.11901807
Residential,1,PKL,PARKLAND,SOUTH,ESTABLISHED,1960s/1970s,{B0CB5311-946F-4C3C-AD8C-4E527103152A},{138F431A-438A-4FA0-8AC2-5CD118D4F0FD},10:09.0,MODIFIED ATTRIBUTE,03:02.0,10933.773888516581792,4529230.149253830313683,0,0,0,0
Residential,1,PAT,PATTERSON,WEST,ESTABLISHED,1980s/1990s,{F3F096CE-4A00-4B45-806B-FFC8CAB955A9},{812E40A3-CE29-44F1-B231-CAB75D8E6211},10:22.0,MODIFIED ATTRIBUTE,56:41.0,12446.624374533159425,5173149.511537904851139,0,0,0,0
Residential,1,PEN,PENBROOKE MEADOWS,EAST,ESTABLISHED,1960s/1970s,{61C196AA-7B9A-49DC-AD69-A21862B4E5A2},{1FE3282E-C95B-46C0-A8F5-AC4B07F5A861},10:02.0,MODIFIED ATTRIBUTE,04:44.0,9360.836530992255575,5148260.154967801645398,0.076355321,1,1.9424E-07,0.038359536
Residential,1,PIN,PINERIDGE,NORTHEAST,ESTABLISHED,1960s/1970s,{7AE618D6-888A-4BF3-91C0-1E9644E87280},{241F1564-A323-46B7-B0B0-769074817FEA},10:13.0,MODIFIED ATTRIBUTE,02:53.0,10340.316864943215478,6680594.760281461291015,0.05595772,1,1.49687E-07,0.029560971
Residential,1,POI,POINT MCKAY,CENTRE,ESTABLISHED,1960s/1970s,{A5A23826-C4E8-4973-9994-9FF182E8FA3B},{DA2C236F-FA15-46F6-B8E0-8DD2E27D80F1},10:07.0,MODIFIED ATTRIBUTE,12:03.0,3978.815902942072171,968856.447020669118501,0,0,0,0
Residential,1,PUM,PUMP HILL,SOUTH,ESTABLISHED,1960s/1970s,{7A81F4A4-99F2-4F92-99BB-3B35B9ED406B},{4832D779-9E73-4706-B43C-E230EEC1E892},10:11.0,MODIFIED ATTRIBUTE,02:11.0,6299.052360572962243,2373599.060738679021597,0.10985143,2,8.42602E-07,0.166401204
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,ESTABLISHED,1950s,{66F17D1D-0596-4682-B443-8EBD1ECDC771},{11FA1772-2FEF-40AB-A948-F64BEE5A8910},10:10.0,MODIFIED ATTRIBUTE,11:28.0,5357.947043049495733,1566680.447153155924752,0,0,0,0
Residential,1,QLD,QUEENSLAND,SOUTH,ESTABLISHED,1960s/1970s,{88B27124-87F3-4844-8953-1BA45BFB8D31},{8707792B-F60C-4696-8E9D-B20F8CB61AE0},10:29.0,MODIFIED ATTRIBUTE,45:44.0,7898.824596661962460,3917230.363523447886109,0,0,0,0
Residential,1,RAM,RAMSAY,CENTRE,ESTABLISHED,INNER CITY,{D0FEBE4D-627A-4EFE-B289-ECFA18502344},{E9F72625-0D2D-47AD-A80D-52B587AC8B8D},10:07.0,MODIFIED ATTRIBUTE,46:38.0,7360.030658927588775,2489968.911982961464673,0.077952641,2,8.03223E-07,0.158624367
Residential,1,RAN,RANCHLANDS,NORTHWEST,ESTABLISHED,1960s/1970s,{2B63EA35-7BB2-4137-AE8C-26AD1E5ED580},{5BB779D3-6FF0-4874-A7D0-CB02975CD54C},43:05.0,MODIFIED ATTRIBUTE,33:47.0,10450.178718074950666,5931137.623099635355175,0,0,0,0
Residential,1,RED,RED CARPET,EAST,ESTABLISHED,1960s/1970s,{02FC97D0-DC23-4A13-819F-5156E78F3B1E},{5EBBDE0B-519A-4685-BA05-4A436FDC0180},10:21.0,MODIFIED ATTRIBUTE,04:44.0,5757.744374710861848,1421978.421684849075973,0.166708277,1,7.03246E-07,0.138880357
Residential,1,RSN,REDSTONE,NORTHEAST,DEVELOPING,2000s,{3A1282DF-50C5-4DBC-A77A-8A180E0637DC},{934752D6-DBD1-4673-B73F-5BA48BB527F5},32:53.0,CREATED,32:53.0,9174.681940137490528,4960939.919629869051278,0,0,0,0
Residential,1,REN,RENFREW,CENTRE,ESTABLISHED,INNER CITY,{82556316-CDAF-43FA-A3FE-CC72A33BC9D5},{9053CDAA-AEB7-4194-A8F1-904A8DB603A8},10:25.0,MODIFIED ATTRIBUTE,55:34.0,12650.023431638306647,6718715.515407792292535,0.239042025,2,2.97676E-07,0.058786496
Residential,1,RIC,RICHMOND,CENTRE,ESTABLISHED,1950s,{7ECD7DD0-4329-4A89-B20E-890083B239DB},{16A2857A-F490-46CA-9604-3D96305A3C2E},10:04.0,MODIFIED ATTRIBUTE,48:19.0,10799.922643444058849,4812262.011427296325564,0.715453684,3,6.23407E-07,0.12311354
Residential,1,RID,RIDEAU PARK,CENTRE,ESTABLISHED,INNER CITY,{AA51AA71-E762-4DDA-BEE1-2E999109F06D},{C8720EA9-D605-4BC8-BDC4-C7BD6A2A815C},10:30.0,MODIFIED ATTRIBUTE,25:10.0,3626.733522486308175,674276.173757760901935,0,0,0,0
Residential,1,RIV,RIVERBEND,SOUTHEAST,ESTABLISHED,1980s/1990s,{1A8BF72A-0746-4D90-978E-5E0D1D884D21},{33A6F939-8E78-43A0-A9B3-3F493DADF8B6},10:15.0,MODIFIED ATTRIBUTE,27:43.0,14247.755509999144124,10227153.694491365924478,0.373243043,2,1.95558E-07,0.038619713
Residential,1,ROC,ROCKY RIDGE,NORTHWEST,COMPLETE,2000s,{22DDF3EC-4671-4A7C-98B7-0422727D321B},{C45C71F3-C12A-4593-B830-8A41EEDB681B},43:03.0,MODIFIED ATTRIBUTE,21:42.0,11200.755582803118159,7126484.824983495287597,0.081153943,1,1.40322E-07,0.0277114
Residential,1,RDL,ROSEDALE,CENTRE,ESTABLISHED,INNER CITY,{432B74B1-1F35-4B53-BB1B-28089330EE87},{C59713E4-4C17-4EAA-9E01-22119F745AE2},10:30.0,MODIFIED ATTRIBUTE,26:52.0,5946.193584672487304,1673098.771393439965323,0.076510642,1,5.97693E-07,0.118035393
Residential,1,RMT,ROSEMONT,CENTRE,ESTABLISHED,1950s,{9288CE55-AA4C-42A7-AAFC-E5D039F0EE0E},{50DFA870-99ED-42DA-AD05-C0EEC48E06E3},10:05.0,MODIFIED ATTRIBUTE,57:45.0,4465.397954649165513,1136520.281306141987443,0,0,0,0
Residential,1,RCK,ROSSCARROCK,WEST,ESTABLISHED,1950s,{B929554D-3B2F-4613-A6CE-4473EE46C1EF},{BB67B0A2-3D2E-4B2B-8880-4412941E1EA1},10:31.0,MODIFIED ATTRIBUTE,37:29.0,6942.271611155411847,2696590.488447259645909,0.060526911,1,3.70839E-07,0.073235025
Residential,1,ROX,ROXBORO,CENTRE,ESTABLISHED,INNER CITY,{B731D54B-431E-40C3-BF56-F5755BB33754},{ABD8D64F-378A-4620-BC16-2EDC6F6FAC6A},10:03.0,MODIFIED ATTRIBUTE,00:45.0,3725.311736441844005,686534.577921755611897,0,0,0,0
Residential,1,ROY,ROYAL OAK,NORTHWEST,COMPLETE,2010s,{BA9F9FD2-A049-4595-A0D2-F7074D29FF3F},{86326D37-61B8-4E71-932A-CEB2DEC4509C},11:37.0,MODIFIED ATTRIBUTE,23:53.0,12263.206839641263286,9038887.620717583224177,0.073324212,1,1.10633E-07,0.02184836
Residential,1,RUN,RUNDLE,NORTHEAST,ESTABLISHED,1960s/1970s,{A2C1EE4C-07E9-4B2C-9E09-C2E8BCCF7EB4},{DE5548BF-E97C-436A-A028-7F79F51D6215},10:13.0,MODIFIED ATTRIBUTE,57:04.0,10339.689748374687042,6682446.882745027542114,0.370394294,3,4.48937E-07,0.088658335
Residential,1,RUT,RUTLAND PARK,WEST,ESTABLISHED,1950s,{E16522A7-7355-48A7-AE1A-F35A74C3AAD0},{4F654117-5243-420C-BAD8-BD7DD7BD2258},10:07.0,MODIFIED ATTRIBUTE,44:51.0,6870.116630576936586,1719314.763505884679034,0.173560775,3,1.74488E-06,0.344587638
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,2000s,{A604897A-D8D2-49DE-A208-70794E6EAFF3},{B93DA91B-5790-414D-897C-0666BD630C65},10:22.0,CREATED,10:22.0,17465.114956281551713,14189646.748861601576209,0.315753387,2,1.40948E-07,0.027835065
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,{7466B3CD-A8C2-4944-864F-63B90E1DC5A2},{FC098E10-ADAC-4450-8EF0-DF6DFDC44380},53:23.0,CREATED,53:23.0,13348.247472945853588,9457561.946939354762435,0,0,0,0
Residential,1,SAN,SANDSTONE VALLEY,NORTH,ESTABLISHED,1980s/1990s,{9DCBCDD1-51F2-479B-9E0C-8500AA83AAAD},{77632C20-15B2-41BB-B60D-6BC5F494D73C},10:20.0,MODIFIED ATTRIBUTE,51:11.0,8705.894067702736720,4567472.928431409411132,0,0,0,0
Residential,1,SCA,SCARBORO,CENTRE,ESTABLISHED,INNER CITY,{6C2121BA-4E29-4892-AD4F-942F68EFCED3},{A5B803B2-E707-4544-855D-897570C489F5},10:06.0,MODIFIED ATTRIBUTE,01:22.0,4906.510963678400913,1151651.009062425000593,0.054551257,1,8.68319E-07,0.171479788
Residential,1,SSW,SCARBORO/ SUNALTA WEST,CENTRE,ESTABLISHED,1950s,{A11A8BEF-E220-4144-A591-342EF0302E2F},{1D1B0693-9FF3-4992-92D3-44564A3D4D50},10:17.0,MODIFIED ATTRIBUTE,21:40.0,4178.214599775785246,895849.252475731191225,0.085381315,1,1.11626E-06,0.220444311
Residential,1,SCE,SCENIC ACRES,NORTHWEST,ESTABLISHED,1980s/1990s,{80A23D11-ABE5-4E24-832C-62F418397269},{9B704E3E-B8D3-4AC5-ACD1-7E1A83248664},43:03.0,MODIFIED ATTRIBUTE,36:00.0,17432.151890169403487,11239846.610116742551327,0.15411317,1,8.89692E-08,0.017570068
Residential,1,SET,SETON,SOUTHEAST,DEVELOPING,2000s,{5BCDC97F-4891-4228-A407-83257751053E},{A156DC36-0718-4BD1-A10C-0991FB47B961},10:36.0,MODIFIED SHAPE,31:36.0,13566.769486566165142,11436237.717277033254504,0,0,0,0
Residential,1,SHG,SHAGANAPPI,CENTRE,ESTABLISHED,1950s,{9CDF4DAE-799C-41E9-AD81-2017761A2ADA},{5F30FD34-1DE5-4741-9893-F353506AFA87},10:19.0,MODIFIED ATTRIBUTE,14:21.0,9127.828859190231015,3741989.216390382498503,0.622104319,3,8.01713E-07,0.158326114
Residential,1,SHS,SHAWNEE SLOPES,SOUTH,ESTABLISHED,1980s/1990s,{84F65232-6A0D-4707-970C-523BB2340996},{DC253544-E2A5-461B-B7F2-3432C633769C},10:02.0,MODIFIED ATTRIBUTE,26:36.0,9127.507299032118681,3122434.109434051439166,0.18161234,1,3.20263E-07,0.06324709
Residential,1,SHN,SHAWNESSY,SOUTH,ESTABLISHED,1980s/1990s,{7749D2A9-5AA7-4B6C-A9F6-8881C40327B5},{0EB7A479-086B-42B9-98B4-A463028CD2F0},10:04.0,MODIFIED ATTRIBUTE,30:28.0,15567.505081797915409,9162569.381018258631229,0.44090128,2,2.18279E-07,0.043106876
Residential,1,SHW,SHERWOOD,NORTH,COMPLETE,2010s,{2EE8A1A8-69CC-41C2-B1D2-901040FDBC82},{C2BD088F-7231-4AEC-9DE1-8110CBC7CC1A},10:24.0,MODIFIED ATTRIBUTE,22:20.0,10309.688166959796945,6077449.642887638881803,0,0,0,0
Residential,1,SIG,SIGNAL HILL,WEST,ESTABLISHED,1980s/1990s,{739FFD9C-D77A-4CD9-8991-9E2B69515791},{67807B7F-5612-49C8-BE61-A19C360A1817},10:30.0,MODIFIED ATTRIBUTE,26:12.0,16573.274729771776038,13725967.747803393751383,0.222675528,2,1.45709E-07,0.028775366
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,ESTABLISHED,1960s/1970s,{747581E4-DC14-4DDD-9159-014821732CB9},{5EFCB91D-7B0F-424F-9CE9-9C1DCCFAEB2C},43:04.0,MODIFIED ATTRIBUTE,36:35.0,16043.154915374472694,12707404.941379735246301,0,0,0,0
Residential,1,SKR,SKYVIEW RANCH,NORTHEAST,DEVELOPING,2000s,{ED032A32-B85B-4F08-ABDF-E869FD5E0AB9},{209B284E-94BB-414D-86ED-F2E7F611D6D1},10:26.0,MODIFIED SHAPE,37:00.0,11665.442027236014837,5865762.950246248394251,0,0,0,0
Residential,1,SOM,SOMERSET,SOUTH,ESTABLISHED,1980s/1990s,{EB80270A-A9C5-4B6D-BDF2-29FE1941607B},{59133DB6-F7A4-416F-9F19-8E6982787787},10:20.0,MODIFIED ATTRIBUTE,35:16.0,10523.429507857852514,5491625.384767111390829,0.17233104,1,1.82095E-07,0.035961097
Residential,1,SOC,SOUTH CALGARY,CENTRE,ESTABLISHED,INNER CITY,{3B846F65-C06F-497D-AA37-670508E6D9CD},{4FA42FC1-0FDC-468B-BB1E-C455F6601FB8},10:22.0,MODIFIED ATTRIBUTE,50:44.0,7727.558680038767307,2241248.636969715356827,0.027496695,1,4.4618E-07,0.088113772
Residential,1,SOV,SOUTHVIEW,EAST,ESTABLISHED,1950s,{6DF55AB5-B743-4E0D-9BE2-789F03EE616C},{57545EB2-6551-4F57-8738-AEDD1E8BA2CB},10:17.0,MODIFIED ATTRIBUTE,54:40.0,9267.429921947605180,4021927.894675937015563,0.400459449,3,7.45911E-07,0.147306125
Residential,1,SOW,SOUTHWOOD,SOUTH,ESTABLISHED,1960s/1970s,{A596AEEA-36D7-4696-964B-87504BB0AE31},{A0C690C1-7947-4978-B574-2308F224E699},10:29.0,MODIFIED ATTRIBUTE,59:01.0,10459.945915335591053,6708100.311698877252638,0.505959005,2,2.98147E-07,0.058879522
Residential,1,SPH,SPRINGBANK HILL,WEST,DEVELOPING,BUILDING OUT,{42D8DF43-23E1-4CE2-97FD-093E856C18B9},{F24DC505-6CA3-4D3B-A3CA-529AAB365250},10:19.0,CREATED,18:36.0,16450.545304493327421,16429775.835419151932001,0.10757368,1,6.08651E-08,0.012019937
Residential,1,SPR,SPRUCE CLIFF,WEST,ESTABLISHED,1950s,{7F38B6AF-6CC8-40E3-A76D-E042BB1EB5CE},{60F3B140-0715-411E-8807-A87DBCF83C0B},10:08.0,MODIFIED ATTRIBUTE,14:28.0,7413.216170703095486,2714735.978420359548181,0,0,0,0
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,ESTABLISHED,1950s,{53FC24B5-E2BE-4199-8E91-27805F27E1C5},{0030B14A-F367-404C-9469-F79DAF44BCAD},10:24.0,MODIFIED ATTRIBUTE,00:14.0,7843.549422642714489,2933234.661644842009991,0.310102762,1,3.40921E-07,0.067326653
Residential,1,STR,STRATHCONA PARK,WEST,ESTABLISHED,1980s/1990s,{D246F218-6BD1-4685-9E11-03AC64480EFE},{D2E7850E-D244-48D9-9654-6BAC899B38C8},10:18.0,MODIFIED ATTRIBUTE,11:22.0,14522.584523230965715,6836227.094353571534157,0,0,0,0
Residential,1,SNA,SUNALTA,CENTRE,ESTABLISHED,INNER CITY,{AB358C4F-C158-4247-9C62-B9675734A5CA},{C838B434-70DA-46B0-80C3-B2C8F1152EB6},10:14.0,MODIFIED ATTRIBUTE,03:57.0,7467.823989179587443,2367595.658786187414080,0.310175647,1,4.22369E-07,0.08341157
Residential,1,SDC,SUNDANCE,SOUTH,ESTABLISHED,1980s/1990s,{9AE80C92-2336-43C9-95EE-84246333E71D},{8F74A632-D62F-4B51-981F-674A6C60DEB9},10:20.0,MODIFIED ATTRIBUTE,35:49.0,14401.011110359866507,9982548.499783067032695,0,0,0,0
Residential,1,SSD,SUNNYSIDE,CENTRE,ESTABLISHED,INNER CITY,{6D8CC52A-1A2F-4918-BE80-CFC00CA493D1},{6A1A9D1B-5343-4F71-9FAA-1105564A5B1B},10:17.0,MODIFIED ATTRIBUTE,26:20.0,9298.885344505548346,2585003.771514466032386,0.222291755,1,3.86847E-07,0.076396357
Residential,1,TAR,TARADALE,NORTHEAST,COMPLETE,2000s,{3622478F-0641-4254-830A-826D6CA38440},{AE5508A3-25AD-4DC1-9FFD-64E50D6B4D35},10:13.0,MODIFIED ATTRIBUTE,21:21.0,10899.226787102094022,7208559.893646781332791,0.267241756,3,4.16172E-07,0.082187652
