route_id,route_long_name,trip_headsign,shape_id,shape_pt_lat,shape_pt_lon
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044753,-114.108939
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04458,-114.109384
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04458,-114.109384
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044482,-114.109617
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044482,-114.109617
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04441,-114.109811
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04441,-114.109811
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044341,-114.110035
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044341,-114.110035
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04434,-114.110045
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04434,-114.110045
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044289,-114.11023
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044289,-114.11023
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04425,-114.110402
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04425,-114.110402
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044213,-114.110605
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044213,-114.110605
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044188,-114.110801
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044188,-114.110801
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044171,-114.110967
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044171,-114.110967
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044133,-114.111264
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044133,-114.111264
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044079,-114.111605
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044079,-114.111605
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044051,-114.111738
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044051,-114.111738
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044015,-114.111896
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.044015,-114.111896
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043976,-114.112017
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043976,-114.112017
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043926,-114.112138
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043926,-114.112138
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043857,-114.112255
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043857,-114.112255
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043778,-114.112347
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043778,-114.112347
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043711,-114.112406
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043711,-114.112406
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043646,-114.112448
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043646,-114.112448
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043585,-114.112476
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043585,-114.112476
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043516,-114.112492
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043516,-114.112492
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04344,-114.112493
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04344,-114.112493
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04341,-114.112487
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04341,-114.112487
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043371,-114.112483
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043371,-114.112483
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043299,-114.112457
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.043299,-114.112457
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042837,-114.11219
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042837,-114.11219
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04274,-114.112144
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.04274,-114.112144
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042645,-114.112104
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042645,-114.112104
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042619,-114.112096
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042619,-114.112096
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042528,-114.112057
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042528,-114.112057
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042405,-114.11202
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042405,-114.11202
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042265,-114.111988
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042265,-114.111988
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042154,-114.111969
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042154,-114.111969
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042026,-114.111958
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.042026,-114.111958
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041769,-114.111957
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041769,-114.111957
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041657,-114.11197
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041657,-114.11197
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041401,-114.112023
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041401,-114.112023
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041286,-114.112061
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041286,-114.112061
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041222,-114.1121
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041222,-114.1121
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041163,-114.112149
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.041163,-114.112149
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.040933,-114.112225
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.040933,-114.112225
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.040242,-114.112476
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.040242,-114.112476
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.039572,-114.112723
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.039572,-114.112723
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.038732,-114.113029
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.038732,-114.113029
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.038224,-114.113212
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.038224,-114.113212
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037881,-114.113355
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037881,-114.113355
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037644,-114.113457
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037644,-114.113457
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037597,-114.113481
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037597,-114.113481
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037492,-114.113534
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037492,-114.113534
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037366,-114.113615
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037366,-114.113615
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037247,-114.113695
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037247,-114.113695
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037103,-114.113814
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.037103,-114.113814
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036951,-114.11396
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036951,-114.11396
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036814,-114.114119
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036814,-114.114119
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036612,-114.11442
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036612,-114.11442
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036517,-114.114574
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036517,-114.114574
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03642,-114.114757
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03642,-114.114757
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036234,-114.115199
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036234,-114.115199
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036128,-114.115488
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036128,-114.115488
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036046,-114.115736
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.036046,-114.115736
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035942,-114.116075
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035942,-114.116075
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035843,-114.116373
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035843,-114.116373
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035774,-114.116567
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035774,-114.116567
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035707,-114.116743
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035707,-114.116743
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035644,-114.116893
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035644,-114.116893
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035595,-114.117002
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035595,-114.117002
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035496,-114.117202
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035496,-114.117202
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035407,-114.117358
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035407,-114.117358
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035309,-114.117502
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035309,-114.117502
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035198,-114.11765
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035198,-114.11765
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035084,-114.117783
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.035084,-114.117783
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034986,-114.117884
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034986,-114.117884
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034906,-114.117956
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034906,-114.117956
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03485,-114.118007
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03485,-114.118007
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034715,-114.118107
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034715,-114.118107
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034649,-114.118146
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034649,-114.118146
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034519,-114.118214
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034519,-114.118214
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034365,-114.118281
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034365,-114.118281
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034213,-114.11833
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034213,-114.11833
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034145,-114.118346
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.034145,-114.118346
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033976,-114.118375
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033976,-114.118375
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033746,-114.118388
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033746,-114.118388
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033566,-114.118391
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033566,-114.118391
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033179,-114.118376
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.033179,-114.118376
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.032572,-114.118359
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.032572,-114.118359
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.032343,-114.118339
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.032343,-114.118339
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.031573,-114.118323
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.031573,-114.118323
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03107,-114.118303
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03107,-114.118303
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030672,-114.118268
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030672,-114.118268
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030527,-114.11825
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030527,-114.11825
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030392,-114.118221
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030392,-114.118221
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03034,-114.118208
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03034,-114.118208
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030328,-114.118206
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030328,-114.118206
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030203,-114.118176
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030203,-114.118176
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03008,-114.118138
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.03008,-114.118138
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030009,-114.118121
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.030009,-114.118121
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029749,-114.118043
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029749,-114.118043
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029569,-114.117994
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029569,-114.117994
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029311,-114.11794
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029311,-114.11794
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029178,-114.117927
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029178,-114.117927
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029057,-114.11792
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.029057,-114.11792
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.028897,-114.117917
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.028897,-114.117917
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.027967,-114.117914
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.027967,-114.117914
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.027658,-114.11791
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.027658,-114.11791
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.02706,-114.117909
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.02706,-114.117909
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.02665,-114.117905
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.02665,-114.117905
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026564,-114.117906
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026564,-114.117906
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026531,-114.117941
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026531,-114.117941
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026497,-114.117959
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026497,-114.117959
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026456,-114.117975
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026456,-114.117975
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026312,-114.118003
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026312,-114.118003
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026052,-114.118047
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.026052,-114.118047
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.0259,-114.118066
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.0259,-114.118066
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025829,-114.118072
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025829,-114.118072
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025774,-114.118084
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025774,-114.118084
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025586,-114.118113
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025586,-114.118113
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025492,-114.118124
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025492,-114.118124
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025306,-114.118159
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025306,-114.118159
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025071,-114.118214
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.025071,-114.118214
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024957,-114.118246
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024957,-114.118246
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024791,-114.118303
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024791,-114.118303
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024704,-114.11833
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024704,-114.11833
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024647,-114.118344
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024647,-114.118344
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024614,-114.118358
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024614,-114.118358
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024443,-114.118429
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024443,-114.118429
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024313,-114.118466
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024313,-114.118466
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024196,-114.118493
304-20726,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.024196,-114.118493
304-20727,"MAX Yellow Woodpark/City Centre","MAX YELLOW WOODPARK",3040056,51.02415,-114.118504
